ParentEduc,TestPrep,WklyStudyHours,ReadingScore,WritingScore,MathScore
3,1,3,61,58,67
3,1,1,47,40,50
4,2,1,77,79,78
2,2,2,66,73,67
5,1,2,61,65,58
3,1,2,74,77,79
3,1,3,62,57,54
3,1,1,68,67,70
4,1,2,76,75,74
1,2,1,65,63,46
4,1,1,61,60,55
5,1,1,50,45,46
2,1,2,76,63,69
2,1,2,72,72,66
4,1,2,98,97,81
2,1,2,54,55,59
5,1,2,71,78,76
3,2,1,60,61,65
4,1,3,74,75,54
5,1,3,80,76,90
4,1,1,63,61,59
3,2,2,78,80,62
5,1,2,81,80,85
3,2,1,72,71,51
3,1,1,53,51,42
2,2,2,77,77,69
4,1,3,84,85,77
3,2,1,55,54,51
4,1,2,72,64,75
3,1,1,56,59,60
5,2,1,53,62,49
6,2,2,65,72,70
6,1,1,79,72,75
2,2,2,75,78,68
2,1,2,55,58,67
1,2,3,77,71,67
6,2,1,85,95,77
4,2,2,62,67,65
3,1,2,64,62,71
3,1,3,69,70,65
1,1,3,50,47,40
2,1,2,55,56,65
2,2,1,41,42,35
4,2,2,87,88,81
5,2,2,79,75,86
1,2,1,60,59,46
4,1,3,81,80,72
4,2,2,78,83,76
3,2,2,56,50,59
6,2,2,66,74,71
3,2,1,59,61,64
3,1,3,45,40,36
1,2,2,92,91,84
2,1,1,77,78,69
4,1,3,67,66,72
1,1,1,46,40,41
2,2,2,55,60,64
1,1,1,75,71,65
4,2,1,62,60,49
5,2,3,83,88,85
1,1,1,55,55,60
4,2,2,85,91,89
3,2,2,59,58,55
3,1,2,47,56,61
5,2,1,80,81,77
2,1,2,74,73,66
2,2,2,80,77,81
1,1,2,66,69,69
1,1,2,52,47,55
2,1,2,68,69,62
4,1,3,80,76,85
3,2,1,69,66,78
4,2,1,80,80,76
5,1,1,78,75,92
5,1,2,89,84,75
3,1,2,82,75,60
3,2,2,96,100,97
1,1,1,90,84,82
3,1,2,61,60,51
2,2,2,74,76,82
5,1,2,64,68,67
3,1,2,86,83,66
3,2,1,85,85,67
2,2,3,86,88,82
2,1,2,56,57,54
3,1,1,65,61,57
1,1,2,46,39,47
3,2,1,74,76,57
1,1,2,66,70,62
1,1,2,77,65,54
5,2,1,74,74,76
3,2,1,74,74,85
4,2,2,70,72,58
1,2,1,69,66,48
5,2,2,80,86,76
2,1,1,68,65,58
3,1,1,88,86,72
5,1,2,39,40,57
6,2,2,84,79,74
2,2,3,80,81,82
6,1,2,85,88,93
4,1,2,56,56,51
1,1,2,58,59,63
3,2,2,55,64,63
1,1,2,79,69,78
3,1,1,70,61,51
2,1,3,91,81,89
3,2,3,53,59,46
2,1,1,54,54,67
3,1,1,37,36,32
4,1,2,66,61,75
2,1,1,57,62,55
2,1,1,91,94,92
3,2,2,65,72,60
1,1,3,38,34,52
5,1,1,90,96,82
3,1,2,66,65,49
3,2,2,81,80,60
1,2,1,60,65,47
5,2,2,74,79,55
6,2,2,68,73,60
5,1,2,54,54,32
6,1,1,65,68,66
2,1,2,83,75,83
6,2,2,100,100,99
1,1,2,69,72,59
3,1,2,69,67,79
1,1,2,86,79,72
3,1,1,79,77,69
3,2,2,68,73,62
4,2,3,46,49,42
3,1,2,48,52,53
5,2,2,70,73,63
5,1,2,78,76,80
3,2,2,79,88,66
4,1,2,69,60,73
4,2,2,72,77,76
2,1,2,44,42,46
3,2,2,74,68,62
3,1,2,76,74,71
2,2,2,96,96,95
3,1,2,72,67,62
2,1,2,73,74,63
4,2,2,70,66,50
5,2,2,79,80,84
3,1,1,44,40,42
1,1,2,62,65,53
3,1,1,60,56,44
3,2,1,85,96,80
3,1,2,35,30,26
5,2,3,73,71,80
2,1,3,46,45,49
2,1,2,71,70,72
4,1,1,77,71,64
5,1,2,63,56,73
3,2,2,60,56,43
1,1,1,71,65,70
5,1,2,83,85,84
4,1,2,87,81,73
5,2,1,92,100,93
4,1,3,68,70,74
3,1,1,87,84,74
2,1,2,77,77,62
1,1,1,85,81,86
4,2,2,75,75,62
4,1,3,71,75,70
3,1,1,55,54,57
4,1,1,72,71,67
4,1,3,93,83,73
6,1,1,58,58,58
3,1,2,78,77,70
4,1,1,76,72,76
5,2,2,90,96,72
2,2,1,81,85,69
1,2,2,83,88,82
3,1,2,66,58,67
4,2,2,80,86,80
6,1,2,79,87,61
5,2,2,75,85,77
5,2,2,82,86,72
6,1,1,83,82,72
3,2,2,82,85,69
5,1,2,75,75,67
2,1,2,94,86,84
3,1,2,47,41,51
5,1,2,89,85,73
1,1,2,38,37,55
5,1,3,82,89,76
1,1,3,72,64,66
6,1,2,65,69,58
3,1,1,59,61,52
5,1,3,97,100,100
2,2,1,96,95,97
2,2,2,64,66,50
4,2,2,69,74,56
2,1,3,74,68,84
1,1,1,72,73,71
6,1,3,72,68,80
5,1,2,63,50,64
5,1,3,75,74,93
1,1,2,93,83,93
5,1,2,56,50,47
5,1,1,38,42,44
4,1,2,59,50,64
1,2,1,74,78,64
3,1,1,38,38,25
4,2,2,65,64,56
4,1,2,88,90,88
4,1,3,64,75,67
6,1,1,56,56,47
2,1,2,62,63,74
1,1,1,50,52,37
6,1,2,70,78,67
3,1,2,69,64,77
4,1,2,65,67,65
2,1,2,68,72,65
2,1,2,61,61,73
5,2,1,93,94,94
3,2,1,94,83,86
2,2,2,76,74,52
3,1,2,66,63,52
6,2,1,66,70,47
4,1,3,78,77,65
3,1,3,45,46,56
4,1,2,86,91,76
5,1,3,95,97,91
5,2,2,77,75,83
5,1,2,64,63,61
1,1,3,74,67,81
4,1,3,65,63,62
1,2,3,85,89,82
4,1,3,75,74,83
4,1,1,74,69,76
1,1,2,59,58,78
2,1,2,82,78,65
6,2,3,64,68,52
3,1,2,64,68,65
2,1,3,95,95,90
3,2,2,90,94,86
2,1,2,38,38,48
1,1,2,71,68,61
3,1,2,55,55,50
2,1,1,73,71,71
4,1,3,61,55,67
5,2,1,82,94,84
3,1,1,40,31,26
4,2,2,83,81,64
6,1,3,85,86,98
3,2,2,62,68,44
1,2,2,69,67,64
3,1,2,69,61,73
1,1,2,63,56,49
2,2,2,49,49,35
1,1,1,71,68,55
4,1,2,81,78,83
1,2,1,61,62,44
1,1,3,40,35,29
2,2,2,73,72,75
4,1,3,75,70,61
3,1,2,42,45,32
5,2,3,96,96,100
3,1,1,31,31,27
2,1,1,75,72,65
3,2,3,56,59,49
4,2,2,61,64,55
3,1,1,43,40,35
2,1,3,55,46,59
3,1,2,61,53,62
3,2,1,79,87,71
3,2,2,57,62,55
2,1,2,65,63,66
4,2,2,60,51,52
3,1,1,73,74,79
5,1,3,56,54,61
3,1,2,54,53,60
3,2,2,83,83,84
5,1,2,46,42,52
4,1,3,55,53,58
2,1,2,74,77,70
4,1,3,59,58,53
3,1,1,61,50,60
4,2,2,42,52,44
2,1,1,76,73,77
2,1,2,64,52,47
4,1,1,57,51,34
2,1,2,63,67,58
6,1,2,87,87,85
3,1,1,90,95,92
4,1,2,90,95,94
6,2,1,71,72,63
4,1,1,69,72,69
4,1,2,91,90,77
4,1,2,84,84,83
2,1,3,59,61,72
1,1,2,63,63,69
2,2,2,95,100,91
3,2,3,86,81,88
2,1,1,68,61,65
4,1,2,82,77,96
3,1,3,76,70,66
3,1,2,64,67,81
2,1,2,88,83,77
3,1,2,75,78,72
4,1,2,77,75,74
1,1,1,37,30,31
6,2,2,92,96,95
3,2,2,81,79,75
3,1,2,50,60,50
4,1,2,49,53,59
4,1,2,61,58,50
3,2,1,89,88,81
3,1,2,64,62,53
5,2,1,93,95,84
6,1,3,58,57,64
4,2,2,71,67,71
2,1,2,47,50,51
1,1,1,50,54,44
4,1,1,70,61,67
3,1,3,79,76,84
6,1,2,73,72,90
2,1,3,66,65,72
1,1,2,59,58,58
4,1,2,74,80,82
2,1,2,56,55,56
2,1,2,80,75,66
3,1,2,81,72,78
3,1,1,83,85,89
2,2,1,69,68,53
4,1,3,69,67,61
1,2,2,68,62,49
3,1,3,64,70,57
4,1,2,66,67,64
1,1,2,39,34,46
1,1,1,63,55,56
3,2,2,75,76,78
2,2,2,64,63,59
2,1,3,71,64,73
3,1,1,80,78,85
2,2,2,81,90,78
5,2,3,71,70,67
5,1,2,55,52,62
1,1,3,72,68,73
4,1,1,87,91,82
2,2,2,85,78,65
1,1,3,47,47,51
3,1,2,55,50,56
4,1,1,50,56,50
2,2,3,83,81,80
3,1,2,68,63,66
6,1,2,67,75,87
3,1,2,73,78,73
3,2,2,76,78,77
3,2,2,59,63,58
3,2,2,53,58,54
5,1,2,75,78,77
3,1,3,57,57,64
6,1,3,86,84,82
1,2,2,57,57,54
2,1,2,77,72,64
5,1,2,68,70,66
1,1,3,70,57,70
5,1,2,84,76,68
4,1,2,40,44,53
5,1,3,38,36,41
5,1,2,48,39,46
3,1,1,87,89,85
1,1,1,61,64,67
1,1,2,88,79,88
3,1,2,57,57,56
2,1,2,56,58,62
6,2,2,97,95,77
1,2,3,91,92,79
2,2,2,76,75,76
5,1,3,73,67,70
6,2,2,70,71,54
6,1,2,77,71,71
2,1,2,47,52,36
3,2,2,87,87,82
1,1,1,78,71,58
4,1,2,79,79,84
1,2,2,57,60,66
4,2,1,69,67,45
4,1,3,57,58,73
3,1,3,70,65,75
4,2,1,87,92,75
4,2,2,89,88,85
1,2,2,55,54,59
5,1,3,69,65,63
2,1,3,60,55,62
3,1,2,75,81,70
4,1,3,89,87,83
5,1,1,93,93,88
5,2,2,91,91,76
1,1,3,77,70,68
4,2,2,65,73,64
5,2,1,90,95,84
2,1,2,93,93,92
6,1,1,65,60,70
3,1,2,83,79,91
2,2,1,60,56,48
5,1,1,99,100,99
1,1,2,66,67,61
2,2,2,89,91,93
5,1,2,54,49,44
3,1,2,80,74,76
1,1,2,63,63,77
1,1,2,69,61,53
1,2,1,78,75,61
1,1,2,77,70,72
1,1,3,64,63,54
3,1,2,85,85,72
4,2,2,80,79,65
3,2,2,58,58,63
3,1,2,61,65,59
3,1,2,64,63,64
1,1,2,76,75,52
1,2,2,60,64,53
2,1,3,69,71,79
3,2,3,93,91,75
2,1,2,78,65,55
1,1,2,43,43,46
3,1,1,87,74,67
4,1,2,77,67,73
3,2,2,75,72,58
2,1,2,45,45,49
1,1,2,57,56,60
4,1,1,90,94,84
5,1,2,61,64,65
5,1,2,95,93,97
3,1,1,48,52,59
1,2,2,97,94,100
4,1,1,77,71,65
4,1,2,66,60,67
2,1,3,78,76,89
3,1,3,61,60,79
1,1,2,73,66,65
6,1,2,79,77,62
2,1,1,67,72,59
2,2,2,68,76,73
2,1,2,87,77,87
2,2,1,72,67,59
4,1,3,61,61,55
5,1,2,78,81,72
4,1,2,73,71,54
3,2,2,60,63,75
4,1,1,71,70,61
3,1,1,72,68,62
3,1,2,77,72,73
4,1,2,75,70,79
2,1,1,65,55,69
4,1,2,70,72,72
3,1,2,61,58,47
5,1,1,70,69,59
5,1,2,60,63,64
2,1,3,64,64,59
3,2,1,63,54,47
3,1,3,55,61,53
3,1,2,61,52,50
1,2,3,86,90,75
6,1,2,71,72,64
4,1,1,75,71,64
2,1,3,60,66,56
3,1,2,68,62,64
2,1,1,55,56,63
3,2,3,91,91,85
6,1,1,59,57,61
6,2,2,81,88,80
2,1,3,56,62,59
2,1,3,72,71,76
4,1,1,44,43,32
3,1,1,63,63,71
3,2,1,59,64,39
5,1,2,63,62,57
2,2,1,81,78,60
1,1,1,92,88,91
1,1,1,61,71,67
1,1,1,59,51,54
3,1,2,50,48,47
1,2,2,87,84,78
2,2,2,85,86,96
1,1,1,50,49,42
1,1,1,48,47,62
1,1,2,73,71,66
3,2,1,75,81,78
4,2,2,36,36,39
3,1,2,59,50,63
4,1,2,79,72,76
2,1,3,68,60,56
2,1,2,68,67,50
4,1,2,61,65,57
3,1,2,91,94,85
3,1,3,64,56,63
3,1,3,79,79,74
3,1,1,24,25,21
1,2,1,59,58,45
6,1,1,90,86,75
3,1,1,48,46,56
5,2,2,94,100,88
3,2,1,88,92,77
2,2,2,58,59,62
4,2,1,76,68,73
1,2,2,89,90,76
5,1,3,100,100,100
2,1,2,67,53,63
4,2,2,67,68,53
4,1,2,80,78,58
2,1,2,59,57,76
4,1,1,66,64,65
4,2,2,76,76,64
1,1,2,55,54,42
4,1,2,95,87,79
1,1,2,72,64,64
5,1,3,44,48,56
5,2,2,73,68,52
6,1,2,95,91,89
5,1,2,82,83,85
2,1,2,78,72,72
1,2,1,67,79,72
1,1,1,90,89,71
1,1,1,57,52,42
2,1,2,89,84,88
5,1,1,43,40,58
4,1,2,75,80,88
1,1,1,63,64,53
4,1,3,71,70,63
1,2,1,83,84,76
4,2,2,84,87,98
3,1,3,55,51,55
2,1,2,69,70,82
4,1,2,58,51,62
3,1,1,71,62,61
3,1,2,92,89,80
6,2,3,99,100,100
4,1,2,53,55,45
6,1,2,71,72,61
3,2,1,67,81,63
1,1,3,67,54,66
4,1,2,75,69,58
3,2,3,73,74,67
1,1,2,84,78,73
4,1,2,85,86,80
3,1,2,71,68,54
4,2,2,89,84,89
5,1,2,89,87,77
4,1,3,75,73,62
2,1,2,59,60,47
6,1,1,92,84,90
3,1,2,73,76,75
1,1,2,61,61,58
2,1,1,62,57,64
5,1,2,55,48,44
2,1,3,60,56,71
3,1,1,51,41,48
6,2,2,57,61,44
5,1,2,65,70,64
3,1,1,55,47,48
2,1,1,58,55,71
1,1,2,64,67,62
3,1,2,88,82,91
5,1,3,59,60,46
3,2,3,89,93,91
1,1,3,70,61,72
2,2,1,41,40,36
5,1,2,71,70,77
1,1,1,46,37,52
3,1,2,49,47,38
3,2,3,69,67,56
1,1,1,36,40,24
5,1,2,79,72,88
1,1,1,60,56,60
4,1,2,86,82,87
3,1,3,79,82,73
3,2,3,74,78,76
3,2,1,76,78,67
2,1,2,78,75,88
1,2,2,66,71,50
3,1,2,49,46,59
4,1,1,87,84,79
2,1,2,91,86,71
6,2,2,75,78,65
5,1,2,81,80,81
5,1,1,61,69,64
2,1,1,42,42,45
1,2,1,61,58,67
4,1,1,52,50,61
2,1,2,56,60,65
2,1,1,61,66,55
3,1,1,45,40,47
3,1,3,90,89,96
1,2,2,80,92,86
1,1,1,53,59,48
2,1,2,44,35,43
1,1,2,74,72,76
3,1,1,65,53,69
1,1,2,48,48,53
4,2,1,72,77,73
3,2,2,80,76,70
3,1,1,66,69,52
2,1,1,84,80,89
6,2,3,92,91,81
5,1,2,98,97,96
5,1,2,94,95,85
6,1,2,72,79,94
1,2,2,62,62,41
3,1,1,89,86,79
5,1,1,60,52,39
1,1,1,94,93,90
5,2,2,78,88,87
3,2,2,56,54,51
1,1,3,47,38,39
6,1,2,80,85,67
4,2,3,87,92,74
1,2,2,99,98,83
3,1,2,51,50,60
4,2,2,85,87,69
1,1,3,71,69,71
3,1,2,75,69,64
4,2,2,96,96,88
2,2,1,82,79,83
5,1,2,56,56,64
1,2,1,65,65,66
4,1,2,61,60,57
4,1,2,73,81,86
3,1,1,63,55,47
2,1,2,81,78,70
2,1,3,65,63,59
1,2,2,75,70,62
4,2,1,39,44,46
5,1,3,42,36,45
3,1,2,56,63,59
2,2,2,85,91,93
1,1,2,83,77,75
4,1,1,51,49,52
2,1,1,68,61,76
1,1,2,52,45,62
3,1,1,78,74,83
1,1,1,78,81,79
1,1,3,40,37,37
5,2,2,100,100,89
5,2,1,46,50,54
3,2,1,88,86,71
3,1,2,63,61,52
3,1,2,64,56,67
1,1,2,57,51,47
5,2,3,95,89,91
5,2,1,83,85,73
2,1,1,41,44,59
3,2,3,51,54,72
2,1,2,71,65,65
1,1,1,78,84,71
3,1,2,88,86,70
4,2,1,53,56,47
2,1,2,63,65,60
4,1,2,73,70,63
1,1,1,77,79,71
5,1,2,57,63,45
2,1,2,60,60,61
5,1,3,81,88,78
1,1,3,46,41,41
4,2,2,93,93,73
3,1,2,51,53,43
1,1,3,44,39,53
2,1,2,65,60,49
1,2,3,65,66,55
2,2,3,62,64,61
1,1,1,64,65,75
2,1,1,80,73,75
4,1,3,94,90,97
3,2,2,94,91,73
4,2,2,46,50,42
5,1,2,93,86,81
4,2,1,91,93,93
3,1,2,75,73,83
3,1,1,73,72,76
1,1,2,76,75,70
4,2,2,64,56,60
2,1,3,58,52,55
5,1,1,86,80,80
1,1,2,72,70,58
1,1,1,65,57,64
4,1,2,48,38,45
4,1,2,66,75,70
2,1,2,69,72,51
3,1,2,87,83,86
6,1,2,70,71,67
3,2,2,70,71,81
3,2,1,83,86,61
4,1,1,76,80,91
1,1,2,58,55,77
4,1,3,94,90,100
3,1,2,77,72,77
3,1,2,55,56,48
1,1,3,52,47,61
3,1,2,65,61,48
2,1,2,80,83,76
6,2,2,84,82,82
3,2,2,74,80,78
4,1,2,81,73,79
5,1,2,62,60,74
3,1,2,100,100,97
2,2,1,67,75,66
3,1,2,64,56,62
4,1,2,54,55,45
3,1,3,70,64,58
1,2,3,59,70,60
3,1,2,57,57,48
1,1,2,37,32,39
5,2,1,63,65,63
3,2,1,51,56,32
4,1,2,53,49,53
1,1,2,65,62,60
1,2,2,54,52,56
4,2,2,83,88,75
5,1,1,57,56,41
1,1,1,63,57,56
3,1,1,82,89,82
4,2,2,90,99,77
5,1,1,70,69,54
3,1,1,34,34,46
4,2,3,73,72,62
2,1,2,51,55,75
4,2,1,88,98,85
4,1,2,62,59,67
5,1,2,69,65,64
2,1,3,37,35,41
5,1,2,65,63,79
3,1,2,82,92,69
4,2,1,80,86,72
5,2,3,82,88,70
5,1,2,84,74,72
4,1,2,63,67,53
1,2,2,66,66,71
2,1,2,80,73,79
3,1,2,57,57,63
2,1,1,69,69,77
1,1,1,39,36,27
2,1,2,48,40,44
4,2,2,94,96,80
1,2,2,84,78,71
1,2,2,88,88,78
1,1,2,70,67,64
4,1,2,43,43,40
1,1,2,69,66,64
5,1,2,91,89,82
2,1,2,45,45,49
2,1,2,71,62,60
3,1,1,65,66,55
5,2,2,72,80,63
3,1,2,34,35,35
6,1,2,79,73,82
2,1,1,63,53,67
3,1,2,49,51,39
1,1,2,45,42,50
3,2,2,88,89,83
3,1,2,59,60,65
3,1,1,68,62,68
5,1,3,73,68,74
3,2,2,57,57,62
5,1,2,68,67,74
3,2,3,49,46,52
3,1,2,71,67,65
3,2,1,78,79,72
6,2,2,65,66,63
3,1,1,58,60,53
3,2,1,82,82,64
4,1,2,26,23,27
4,1,2,59,56,59
3,1,2,66,64,63
5,1,2,54,55,58
6,1,2,74,77,72
6,2,1,98,93,89
3,2,1,95,93,88
3,1,2,72,75,66
2,1,2,78,77,78
2,1,1,57,49,50
4,1,2,53,52,41
5,1,3,54,54,40
4,2,1,85,85,81
3,1,2,77,71,66
5,1,2,62,55,53
2,1,2,75,73,95
4,1,2,77,65,82
3,1,1,61,62,67
2,1,2,83,86,77
3,1,1,62,62,60
5,1,2,81,72,85
2,1,1,59,64,53
2,1,1,66,64,72
1,2,2,73,77,56
1,2,2,74,73,63
3,1,2,61,54,63
4,1,2,62,63,65
2,2,2,77,72,65
1,1,2,55,52,65
1,1,2,60,58,63
5,1,3,57,56,67
1,1,2,61,62,69
2,2,1,84,80,67
3,1,3,81,79,85
5,1,2,78,79,69
4,1,2,80,80,86
5,2,2,86,85,82
5,1,2,84,79,91
4,1,2,78,82,72
3,2,2,80,85,83
6,1,1,78,68,76
1,2,2,57,46,46
1,2,3,66,65,72
1,1,2,55,46,59
2,1,3,80,79,88
6,1,2,69,64,53
3,2,2,94,97,92
2,1,2,74,72,78
3,1,2,66,67,56
5,1,3,80,84,81
4,2,2,72,71,70
4,1,1,62,55,58
3,1,2,74,79,77
5,1,1,72,66,79
4,2,2,81,81,81
6,1,1,71,70,73
2,1,2,82,79,87
1,1,2,67,63,58
2,1,1,55,47,41
3,1,2,85,83,75
3,2,2,78,80,82
2,2,2,76,70,56
3,2,2,62,59,46
2,1,2,55,55,52
1,1,2,55,52,46
3,2,2,64,63,68
2,1,2,74,74,69
4,2,2,59,58,69
2,1,3,75,63,67
3,1,3,56,59,47
2,1,2,72,72,76
6,2,2,77,79,80
4,1,2,64,68,78
3,1,2,82,84,81
3,1,2,95,98,83
1,2,1,66,61,70
4,1,3,65,62,64
1,1,2,61,57,46
1,1,1,71,73,76
5,1,2,85,89,79
6,1,2,84,75,67
2,1,2,84,86,70
4,2,1,94,91,83
2,1,2,78,78,82
1,1,1,85,77,74
2,1,1,51,48,34
6,1,1,63,65,59
4,2,2,47,58,53
4,2,1,67,68,64
2,2,1,72,67,71
5,2,2,78,86,76
5,1,2,82,75,75
4,1,2,70,64,59
3,1,1,52,51,42
3,1,2,51,49,55
1,2,2,95,97,85
2,1,2,54,43,50
1,2,1,74,75,85
5,1,1,76,77,75
6,2,2,67,77,62
1,1,2,65,62,53
4,2,3,100,100,97
3,1,2,79,76,70
3,2,2,70,62,68
1,1,2,76,72,78
3,2,2,72,78,90
2,2,2,87,88,93
5,2,3,66,73,71
1,2,3,58,67,57
3,2,2,63,74,59
3,1,2,44,49,36
6,1,1,69,70,67
3,1,2,78,74,65
2,1,2,77,75,76
3,1,2,95,97,100
2,1,2,88,79,77
1,1,3,83,69,64
3,1,2,51,48,31
6,1,1,62,56,56
3,1,2,69,66,76
4,1,2,48,43,43
2,1,2,67,66,72
1,1,2,64,60,45
3,1,1,53,49,49
1,1,2,91,83,75
4,1,3,79,77,68
3,1,1,87,81,83
5,1,1,45,40,29
5,1,2,88,91,98
2,1,2,68,59,59
2,1,2,61,57,56
5,1,2,96,100,82
3,2,2,98,96,83
3,1,2,76,69,63
3,2,2,77,77,69
3,1,2,55,51,50
6,1,1,50,57,57
3,2,2,78,80,81
2,2,1,96,96,93
2,2,1,57,56,40
3,2,1,51,51,52
1,1,1,54,48,60
3,1,1,76,71,85
2,1,1,63,62,68
1,2,1,72,71,57
3,1,2,57,56,57
3,1,2,49,42,41
1,2,2,39,43,28
4,1,2,66,67,59
6,2,2,67,66,57
4,1,2,58,54,38
4,2,3,82,85,77
3,1,2,42,42,46
5,2,2,74,74,65
4,1,2,62,63,69
2,1,3,75,76,71
2,2,3,67,69,65
3,2,1,78,75,85
4,1,2,64,57,46
1,1,1,54,44,57
3,1,1,58,64,64
2,1,3,64,53,58
2,1,3,61,64,57
1,2,2,56,68,61
4,1,2,88,80,75
5,2,2,61,62,63
3,1,2,100,97,81
3,2,1,62,56,60
3,1,2,41,41,26
1,2,2,96,91,100
2,1,2,50,51,46
1,1,2,57,55,45
1,1,2,62,63,57
3,2,1,91,89,93
2,2,2,60,64,55
1,2,3,31,38,40
5,1,3,48,45,44
3,2,2,93,94,100
4,2,2,80,85,73
2,1,2,64,56,65
3,2,1,63,68,54
6,1,1,50,58,60
5,1,1,65,71,73
1,1,3,81,77,70
2,2,1,60,64,73
1,1,1,78,75,67
4,1,2,74,63,69
1,2,2,85,85,80
4,1,1,56,58,50
5,2,1,75,75,77
2,1,2,74,75,80
3,1,2,80,83,69
1,1,2,67,58,68
6,1,2,80,79,88
3,1,2,76,68,75
3,2,3,82,79,63
4,1,2,100,94,100
3,2,2,76,72,87
2,1,2,55,55,55
3,1,2,78,69,83
3,2,2,73,71,59
1,1,2,76,73,72
4,1,3,63,61,62
6,1,2,80,66,68
6,1,1,38,45,34
1,1,3,56,47,61
2,2,2,66,58,63
1,2,2,51,50,50
4,1,1,81,84,75
3,1,2,50,49,52
2,1,2,84,79,70
4,2,2,61,69,47
6,2,3,57,61,67
1,2,2,61,69,77
4,2,3,63,58,68
2,1,2,82,79,70
3,2,2,75,68,56
6,2,2,91,100,85
6,1,2,91,91,82
4,1,1,72,64,53
1,1,2,95,84,84
4,1,2,85,86,97
1,1,1,47,48,46
5,2,1,66,63,64
4,2,2,97,92,100
3,2,1,65,60,41
3,1,3,55,43,42
1,1,2,93,80,83
6,1,1,65,62,72
2,2,2,64,57,58
2,2,2,85,87,93
3,1,1,64,56,49
4,1,3,64,64,60
1,1,3,53,54,58
1,1,2,43,41,48
3,1,1,52,47,39
4,1,1,42,38,35
4,2,2,59,69,60
2,1,1,60,53,61
5,1,2,61,52,61
5,1,3,87,89,84
1,1,1,76,68,74
3,1,1,37,32,18
5,1,2,66,64,62
2,1,3,65,61,68
3,1,2,72,65,64
5,1,1,94,94,80
3,1,2,82,81,72
2,1,2,59,57,56
2,1,3,70,66,69
2,2,1,63,56,41
1,1,2,55,56,45
4,1,1,62,63,66
1,2,1,71,68,75
1,1,2,73,71,67
5,1,2,62,64,49
4,1,2,42,49,34
2,1,2,91,84,77
1,1,3,62,62,77
1,2,3,81,78,86
3,1,2,44,46,52
3,2,1,73,74,65
2,2,2,50,52,37
6,2,2,63,67,59
4,1,2,79,69,83
2,1,1,40,31,47
5,1,1,91,86,73
1,1,1,86,80,89
6,1,3,92,100,85
4,2,1,68,68,76
3,2,1,71,72,55
3,2,2,74,78,58
4,1,1,66,67,74
1,1,1,84,81,69
3,1,1,70,68,70
3,1,1,70,65,75
3,1,3,77,69,64
4,1,2,63,59,66
3,2,1,72,77,60
2,1,3,38,35,32
4,2,1,78,80,80
2,1,3,69,62,66
5,1,2,64,63,72
3,2,2,83,89,77
4,1,1,53,57,51
4,1,3,95,99,86
4,1,2,66,59,57
3,1,2,60,56,68
4,1,2,66,70,70
3,1,3,92,89,73
3,2,2,71,69,80
3,1,2,71,70,77
3,1,2,76,71,87
3,1,2,79,78,83
4,1,1,75,71,57
3,2,2,80,78,77
5,2,2,78,82,75
3,1,2,66,65,53
1,1,2,48,47,50
6,1,2,92,90,100
1,1,2,82,73,79
5,1,1,59,47,59
3,1,1,79,82,77
3,2,2,63,63,52
3,1,1,52,49,54
1,2,2,36,38,32
3,2,2,99,95,100
3,1,2,69,72,75
1,1,3,75,58,70
3,1,1,70,71,64
4,2,3,71,74,77
4,1,2,80,73,78
2,2,1,88,98,99
6,1,2,54,50,56
4,2,2,70,61,65
1,2,1,71,68,64
3,1,2,85,73,91
3,2,2,76,80,58
1,1,3,75,69,70
2,1,2,32,29,35
1,2,1,68,65,67
5,1,2,83,78,77
2,1,1,44,37,53
2,1,2,62,57,43
3,2,2,78,81,62
4,1,1,82,81,79
2,2,1,65,66,75
3,1,1,82,75,77
3,2,2,60,63,59
4,2,2,75,71,65
2,1,2,81,74,78
3,1,1,63,51,64
4,2,3,66,68,69
6,2,3,100,100,100
3,2,2,78,78,72
4,1,2,89,90,86
4,1,3,16,18,13
6,1,2,91,95,84
6,2,2,68,69,72
3,1,3,65,66,55
1,1,2,68,66,64
4,1,1,71,66,62
1,1,1,75,70,59
2,2,2,60,62,63
1,1,1,66,64,76
3,1,1,64,67,53
5,2,2,82,86,85
3,1,2,75,70,75
3,1,1,66,65,72
3,1,1,72,73,76
4,2,1,69,67,59
6,1,1,87,80,88
4,2,2,81,88,72
3,1,2,75,64,76
4,1,1,79,72,82
3,1,1,77,78,80
1,1,2,57,55,43
3,1,2,49,54,42
4,1,1,72,68,48
2,2,2,62,58,62
3,2,1,90,87,91
2,1,2,48,38,37
3,1,2,54,47,57
3,1,2,66,60,66
4,1,2,58,57,62
5,1,1,71,74,71
2,1,3,73,73,63
6,1,2,79,82,73
3,1,2,64,63,68
3,2,2,47,59,42
4,1,1,85,84,95
2,1,2,77,71,66
3,1,1,61,66,72
3,1,2,70,75,69
1,1,2,61,55,69
4,1,1,72,65,53
1,1,1,39,41,48
4,2,2,81,81,85
3,1,2,72,71,73
1,2,2,58,59,51
3,2,2,85,86,64
5,2,2,60,69,70
6,2,2,85,96,86
1,2,3,80,84,78
2,1,2,61,55,42
3,1,2,82,79,77
4,1,2,78,67,65
4,1,2,78,79,67
3,2,2,86,85,70
3,1,2,46,44,34
5,2,1,81,80,67
4,1,1,85,85,78
5,1,2,84,79,77
1,2,1,64,60,58
3,1,2,68,62,55
4,2,1,75,76,59
3,1,3,53,47,52
1,1,2,45,43,32
