,ParentEduc,TestPrep,WklyStudyHours,ReadingScore,WritingScore,MathScore
10086,2,2,2,70,71,52
10087,2,2,1,62,60,62
10088,3,2,2,50,50,62
10089,2,1,1,93,90,78
10090,3,1,2,57,57,61
10091,6,2,2,58,60,57
10092,3,2,2,72,84,72
10093,2,2,2,74,71,73
10094,4,1,1,64,66,73
10095,5,2,1,90,96,89
10096,1,2,2,69,67,73
10097,4,2,3,83,82,75
10098,3,2,1,72,74,59
10099,2,1,2,88,85,94
10100,5,1,1,77,82,80
10101,3,1,2,62,58,70
10102,1,1,1,72,72,83
10103,4,2,2,53,53,54
10104,1,2,2,74,77,82
10105,4,2,2,62,61,48
10106,5,1,2,72,68,77
10107,3,2,3,55,61,59
10108,4,2,3,71,74,77
10109,4,2,2,74,73,65
10110,1,1,1,82,79,64
10111,1,2,2,36,49,41
10112,6,2,3,85,88,88
10113,5,2,3,86,89,74
10114,1,2,3,60,60,53
10115,5,1,2,62,60,59
10116,1,1,1,68,67,61
10117,2,1,2,81,71,80
10118,3,1,2,56,55,61
10119,6,1,2,61,67,60
10120,5,1,3,80,88,100
10121,3,2,2,92,89,78
10122,4,1,1,74,73,56
10123,6,1,1,78,79,66
10124,1,2,2,80,74,79
10125,3,1,2,96,95,94
10126,1,1,2,64,67,62
10127,6,2,2,87,89,79
10128,5,1,1,60,57,36
10129,2,1,3,71,72,85
10130,2,1,1,61,63,73
10131,1,2,3,88,97,89
10132,2,1,3,51,54,56
10133,3,1,2,74,73,63
10134,4,2,1,91,89,92
10135,6,1,3,70,63,72
10136,2,1,1,58,49,57
10137,4,1,2,73,70,63
10138,3,2,2,63,61,71
10139,4,1,3,79,80,76
10140,5,1,2,91,89,82
10141,1,2,1,77,73,61
10142,5,2,2,96,99,88
10143,1,1,2,55,51,37
10144,3,1,1,67,68,61
10145,4,1,2,86,80,86
10146,2,2,3,86,84,88
10147,3,2,2,83,80,72
10148,1,1,2,61,62,69
10149,2,1,1,65,63,60
10150,6,2,2,67,71,57
10151,1,2,2,51,59,57
10152,5,1,1,88,88,75
10153,6,1,3,77,80,78
10154,2,1,3,56,58,66
10155,2,1,1,55,59,44
10156,1,1,3,58,56,57
10157,2,1,1,55,51,50
10158,1,2,2,61,69,77
10159,5,1,2,54,52,45
10160,3,2,2,78,75,60
10161,5,2,1,80,84,66
10162,3,1,2,92,90,86
10163,3,1,2,75,81,70
10164,2,1,2,20,21,18
10165,3,1,1,49,45,46
10166,1,1,2,32,30,41
10167,1,1,2,76,73,76
10168,5,1,1,82,88,73
10169,1,2,1,76,75,59
10170,1,1,1,83,76,78
10171,2,1,2,77,75,72
10172,3,2,1,47,50,46
10173,2,1,2,55,52,63
10174,3,2,1,49,49,52
10175,4,1,2,87,83,88
10176,1,1,1,78,83,84
10177,6,1,2,86,87,80
10178,1,1,2,75,77,66
10179,1,2,3,65,58,48
10180,6,1,1,81,86,90
10181,1,2,3,100,100,89
10182,2,2,2,58,61,53
10183,6,1,2,72,77,54
10184,4,2,2,96,95,97
10185,5,1,3,75,74,82
10186,1,1,2,63,59,74
10187,1,1,1,51,53,50
10188,5,1,3,60,65,57
10189,3,2,2,92,92,96
10190,4,2,2,97,99,100
10191,3,1,2,61,49,72
10192,6,2,2,68,72,60
10193,3,1,2,86,82,66
10194,4,1,2,81,78,80
10195,1,1,2,62,54,52
10196,1,1,2,66,73,61
10197,3,1,1,59,60,54
10198,1,1,2,44,42,41
10199,3,2,1,65,64,43
10200,4,2,2,70,72,71
10201,3,2,2,62,68,51
10202,3,1,3,75,72,78
10203,1,1,3,51,47,38
10204,1,1,2,86,78,83
10205,3,2,2,87,85,94
10206,6,1,3,54,60,59
10207,3,1,3,82,79,72
10208,5,1,1,99,100,91
10209,1,1,2,42,38,33
10210,6,1,2,81,83,86
10211,1,1,2,60,64,83
10212,2,1,3,74,71,65
10213,3,2,1,92,92,77
10214,3,1,1,60,55,63
10215,1,2,2,49,47,44
10216,6,1,1,66,70,60
10217,5,1,2,61,66,71
10218,2,1,2,85,80,95
10219,4,1,1,80,83,77
10220,5,1,2,80,86,92
10221,6,1,2,42,43,33
10222,6,2,3,50,53,47
10223,2,1,1,57,58,55
10224,6,1,3,55,49,57
10225,3,1,2,54,54,63
10226,3,2,1,79,77,66
10227,2,1,2,60,53,42
10228,3,2,3,50,50,49
10229,5,1,2,84,78,77
10230,1,1,1,34,31,31
10231,1,1,2,56,59,45
10232,1,1,2,64,60,50
10233,4,1,2,94,84,99
10234,3,1,3,72,73,70
10235,6,1,3,82,81,65
10236,4,2,2,64,75,65
10237,3,1,1,58,45,69
10238,3,1,2,80,75,72
10239,6,2,2,84,79,74
10240,3,1,2,75,70,66
10241,2,1,2,67,63,66
10242,4,1,2,47,51,52
10243,4,2,2,53,59,45
10244,3,1,2,58,60,65
10245,1,2,1,73,71,59
10246,3,1,1,67,69,56
10247,5,1,2,49,49,43
10248,2,1,2,77,75,80
10249,1,1,2,74,73,65
10250,1,2,2,74,78,64
10251,2,1,3,60,59,59
10252,6,1,2,80,76,81
10253,3,1,1,61,63,72
10254,1,2,2,58,58,43
10255,5,1,2,64,66,60
10256,2,1,1,80,74,67
10257,3,2,3,81,81,90
10258,4,1,1,83,78,70
10259,3,1,3,66,62,62
10260,3,1,1,61,63,68
10261,3,1,2,40,33,50
10262,3,1,2,49,48,53
10263,3,1,3,74,75,80
10264,3,2,2,98,97,90
10265,4,1,2,72,69,73
10266,1,2,1,89,82,76
10267,5,1,2,95,96,95
10268,3,1,3,57,48,55
10269,2,1,2,71,63,64
10270,2,1,2,65,57,57
10271,3,1,2,66,57,63
10272,2,1,2,46,45,61
10273,1,1,2,68,67,61
10274,2,2,2,66,73,67
10275,3,2,1,68,72,57
10276,1,2,1,84,86,71
10277,3,1,1,65,58,50
10278,5,1,1,84,82,93
10279,3,1,2,53,53,49
10280,5,1,2,54,55,58
10281,3,1,2,57,57,55
10282,6,2,1,52,50,45
10283,5,1,1,99,90,85
10284,4,1,2,94,97,82
10285,4,1,2,39,46,41
10286,3,1,1,39,42,47
10287,5,1,3,56,56,43
10288,2,1,2,66,62,75
10289,5,1,1,69,78,72
10290,4,2,3,76,70,65
10291,1,2,2,79,76,64
10292,1,1,2,75,73,85
10293,3,1,2,73,68,75
10294,3,1,2,56,52,62
10295,3,1,2,32,24,26
10296,3,1,2,55,53,58
10297,3,1,2,52,49,53
10298,1,1,1,69,71,63
10299,6,2,1,80,77,79
10300,4,1,1,54,51,62
10301,2,2,3,77,73,83
10302,2,1,1,44,37,24
10303,5,2,1,65,70,69
10304,1,2,2,63,59,53
10305,6,2,3,74,79,91
10306,3,2,2,64,68,65
10307,1,1,1,66,69,61
10308,3,1,2,86,85,71
10309,4,1,1,66,67,56
10310,4,1,1,64,71,57
10311,2,1,3,59,52,62
10312,2,1,3,71,64,63
10313,4,1,2,80,74,74
10314,1,1,1,68,60,72
10315,1,1,2,99,87,83
10316,4,1,3,77,80,67
10317,3,1,1,67,65,75
10318,4,2,1,63,54,55
10319,5,2,2,77,84,69
10320,4,1,2,55,47,55
10321,1,1,3,74,69,47
10322,1,1,2,42,35,49
10323,5,1,3,71,70,57
10324,3,2,2,47,53,39
10325,4,1,2,98,92,92
10326,3,1,2,60,54,43
10327,1,1,2,37,31,22
10328,4,1,2,89,84,84
10329,3,1,1,65,56,54
10330,3,1,2,50,57,62
10331,2,1,1,46,38,37
10332,6,1,3,85,79,85
10333,5,1,2,72,71,87
10334,5,1,2,82,82,78
10335,5,1,1,55,52,55
10336,1,2,2,91,94,96
10337,4,2,2,67,69,71
10338,2,1,2,70,68,75
10339,1,1,3,48,42,45
10340,5,1,2,76,77,83
10341,1,2,2,70,66,56
10342,2,1,2,38,36,35
10343,4,1,2,92,95,94
10344,2,1,2,56,56,65
10345,1,2,1,70,69,71
10346,5,1,2,61,55,59
10347,1,1,2,57,54,64
10348,3,1,2,61,58,70
10349,4,2,2,96,96,88
10350,1,1,2,76,69,60
10351,5,1,1,89,80,78
10352,5,2,1,97,99,93
10353,3,1,3,82,74,89
10354,5,2,2,62,67,65
10355,5,1,2,84,80,85
10356,3,2,3,75,73,77
10357,4,2,2,79,85,80
10358,3,2,3,59,61,75
10359,1,2,2,82,86,85
10360,1,2,2,69,72,59
10361,6,1,1,76,78,69
10362,3,1,2,73,61,58
10363,6,1,2,77,74,58
10364,2,1,1,59,57,54
10365,2,1,1,58,62,69
10366,6,2,1,63,63,58
10367,2,1,2,78,72,83
10368,2,1,1,66,64,58
10369,6,1,1,67,66,50
10370,1,1,3,76,75,74
10371,6,1,2,89,92,74
10372,3,1,3,64,61,67
10373,3,2,2,83,86,87
10374,5,2,3,64,68,79
10375,1,1,2,71,67,79
10376,3,2,2,76,71,55
10377,1,1,3,80,78,62
10378,4,1,2,84,82,64
10379,2,1,2,84,87,82
10380,5,2,2,63,63,68
10381,3,1,2,56,58,38
10382,3,2,2,86,83,86
10383,3,2,3,77,86,77
10384,3,1,2,82,83,73
10385,4,2,1,57,63,62
10386,3,1,2,71,65,76
10387,1,1,2,49,50,41
10388,4,1,2,62,60,52
10389,5,2,1,76,77,52
10390,2,1,2,59,62,71
10391,2,1,3,75,77,68
10392,5,2,1,76,80,81
10393,3,1,2,71,73,79
10394,4,1,1,89,89,92
10395,1,1,2,44,42,47
10396,2,2,1,65,67,55
10397,5,1,1,65,72,76
10398,2,1,3,63,57,53
10399,2,1,1,51,43,50
10400,3,1,2,89,90,81
10401,3,2,3,69,77,67
10402,3,1,2,74,70,56
10403,3,1,2,70,69,74
10404,6,1,1,69,74,70
10405,3,1,2,64,67,59
10406,3,2,1,57,57,58
10407,2,1,3,59,56,67
10408,2,1,1,65,63,64
10409,2,1,2,77,78,66
10410,4,2,2,86,85,79
10411,1,1,3,59,49,43
10412,3,2,1,85,90,74
10413,4,1,3,74,81,70
10414,2,2,2,84,78,71
10415,1,1,3,56,46,48
10416,1,2,2,76,73,69
10417,1,1,2,37,32,36
10418,5,1,1,74,73,68
10419,5,1,1,67,64,56
10420,2,1,2,70,72,62
10421,3,1,1,88,87,94
10422,2,2,1,83,86,80
10423,1,2,2,83,82,85
10424,1,1,3,51,52,42
10425,6,1,2,90,95,100
10426,5,2,2,91,96,83
10427,1,2,2,57,58,60
10428,3,1,2,65,56,59
10429,3,2,2,53,49,48
10430,1,1,2,52,54,53
10431,2,2,2,63,68,80
10432,6,2,1,63,76,62
10433,3,1,1,83,76,63
10434,4,1,2,74,70,55
10435,3,2,2,75,79,83
10436,2,2,1,47,53,49
10437,1,2,2,69,68,57
10438,6,1,2,61,56,56
10439,3,2,2,97,99,94
10440,2,2,2,64,73,77
10441,3,2,2,64,63,71
10442,2,2,3,68,65,71
10443,2,1,2,50,44,48
10444,3,1,1,71,73,57
10445,2,1,1,51,48,59
10446,4,2,2,75,76,68
10447,4,1,2,78,78,82
10448,1,1,1,86,80,89
10449,1,1,3,47,43,32
10450,4,1,1,74,72,64
10451,4,1,2,34,30,40
10452,5,1,1,90,95,99
10453,2,2,2,87,87,81
10454,1,1,2,70,73,65
10455,3,1,3,60,56,60
10456,3,1,2,79,66,71
10457,3,1,3,89,92,98
10458,1,1,1,55,53,40
10459,3,1,2,100,100,98
10460,5,1,2,71,70,77
10461,2,1,3,40,36,29
10462,5,2,2,85,88,66
10463,2,2,2,73,73,50
10464,3,2,1,80,73,59
10465,6,2,2,91,97,88
10466,1,1,1,50,52,50
10467,4,2,2,100,100,90
10468,2,1,2,69,63,84
10469,4,1,2,49,55,46
10470,1,2,2,54,60,58
10471,3,1,2,96,90,84
10472,1,1,2,90,86,90
10473,1,1,3,48,44,52
10474,6,1,2,69,67,68
10475,4,1,2,66,70,62
10476,2,2,2,66,63,48
10477,6,1,1,50,58,60
10478,4,1,3,52,54,51
10479,3,2,2,55,67,75
10480,6,2,2,95,100,100
10481,3,1,3,53,49,60
10482,1,1,1,52,48,58
10483,3,1,1,54,45,48
10484,5,1,1,56,55,58
10485,1,1,2,91,85,70
10486,4,1,2,75,72,79
10487,3,1,2,74,77,73
10488,5,2,2,100,100,87
10489,5,1,1,73,69,82
10490,1,2,2,81,89,83
10491,3,2,2,54,66,64
10492,4,1,3,74,66,61
10493,3,2,2,77,82,78
10494,4,1,1,65,63,73
10495,4,1,1,58,65,68
10496,5,2,3,75,75,74
10497,2,1,2,42,41,45
10498,1,2,3,99,98,86
10499,3,1,3,63,70,65
10500,1,2,1,83,83,69
10501,5,1,2,62,60,62
10502,5,1,2,71,78,96
10503,1,1,2,83,79,95
10504,4,1,2,89,85,100
10505,6,1,3,73,68,77
10506,5,1,2,65,64,54
10507,3,1,2,53,54,69
10508,1,1,3,53,55,49
10509,1,1,2,75,73,91
10510,1,1,2,79,72,66
10511,3,2,2,72,73,76
10512,3,1,1,74,71,79
10513,4,1,2,88,84,66
10514,4,2,2,59,56,66
10515,4,1,2,66,63,57
10516,3,1,1,63,62,71
10517,2,1,2,71,61,73
10518,3,2,1,70,72,66
10519,4,1,1,67,65,74
10520,5,1,2,68,66,59
10521,2,1,2,87,79,91
10522,3,2,2,69,68,66
10523,2,1,1,65,61,69
10524,4,1,2,89,78,78
10525,3,1,2,78,75,74
10526,2,1,2,76,75,70
10527,4,2,2,86,88,75
10528,1,1,2,61,57,46
10529,3,2,1,94,91,83
10530,2,1,3,34,23,38
10531,5,1,2,79,79,64
10532,1,1,2,82,76,58
10533,4,1,2,68,60,62
10534,4,1,2,75,81,73
10535,6,2,2,78,91,100
10536,2,2,2,95,96,80
10537,3,1,3,60,59,72
10538,3,1,1,62,65,61
10539,3,1,2,64,56,58
10540,1,1,1,66,65,83
10541,5,2,2,74,83,75
10542,4,1,1,41,45,65
10543,2,1,2,68,62,77
10544,2,1,1,91,89,93
10545,3,2,3,84,87,89
10546,3,1,2,59,48,71
10547,3,1,2,61,67,57
10548,3,1,3,77,77,82
10549,1,1,3,77,72,69
10550,3,1,2,49,50,50
10551,5,2,1,83,83,69
10552,4,1,2,75,79,67
10553,5,1,2,70,72,71
10554,3,1,1,74,75,69
10555,3,2,2,71,72,82
10556,2,2,2,70,69,87
10557,4,1,2,47,49,69
10558,5,2,3,84,85,76
10559,2,1,2,45,41,57
10560,4,1,1,67,65,82
10561,3,1,2,56,56,58
10562,4,1,1,67,63,47
10563,4,2,2,74,76,78
10564,4,1,2,69,69,65
10565,2,1,2,65,69,52
10566,1,2,2,54,53,61
10567,3,1,2,52,49,59
10568,4,1,2,71,74,78
10569,3,1,2,52,60,66
10570,1,1,2,71,66,64
10571,1,2,1,74,71,55
10572,2,2,3,100,92,87
10573,2,2,1,84,83,86
10574,5,2,2,100,98,99
10575,4,1,2,66,66,52
10576,2,2,2,45,39,27
10577,1,2,2,80,83,89
10578,4,1,2,68,65,59
10579,3,1,3,68,74,75
10580,6,2,2,76,73,77
10581,4,1,2,69,66,84
10582,1,1,2,72,71,85
10583,1,1,3,56,52,68
10584,5,1,3,81,70,66
10585,2,1,2,66,68,78
10586,3,1,2,80,80,77
10587,2,1,1,57,49,50
10588,2,1,2,54,51,39
10589,1,2,2,67,62,72
10590,6,1,1,81,78,75
10591,1,2,1,35,36,29
10592,3,2,1,54,59,66
10593,4,2,2,81,78,69
10594,2,1,1,77,78,60
10595,4,1,3,38,39,45
10596,4,1,3,79,74,72
10597,4,2,3,100,100,86
10598,3,1,1,71,69,57
10599,4,1,2,75,76,76
10600,3,1,2,67,61,63
10601,5,1,3,60,56,51
10602,1,2,2,84,84,75
10603,4,2,2,79,79,64
10604,4,1,2,69,67,73
10605,3,2,1,75,74,69
10606,1,2,1,48,53,47
10607,2,1,2,76,63,69
10608,3,2,1,78,81,84
10609,3,1,2,79,73,84
10610,3,2,2,60,57,59
10611,6,1,2,88,86,77
10612,5,1,2,52,49,57
10613,1,2,2,89,77,94
10614,3,1,2,56,57,65
10615,4,1,2,42,40,30
10616,6,1,3,66,70,57
10617,5,1,1,81,79,73
10618,1,2,3,70,71,86
10619,3,2,1,76,69,82
10620,4,1,1,72,74,70
10621,3,1,2,61,67,49
10622,3,1,2,62,63,71
10623,4,1,2,70,65,67
10624,4,1,2,35,40,39
10625,5,1,2,81,84,79
10626,2,1,2,59,57,53
10627,4,1,2,92,94,87
10628,2,1,2,80,76,71
10629,5,1,3,69,59,48
10630,1,1,2,55,54,56
10631,4,1,1,75,73,64
10632,5,2,1,46,52,44
10633,3,1,2,73,67,70
10634,3,1,3,50,53,52
10635,1,2,2,75,82,70
10636,1,1,3,81,76,76
10637,3,1,2,79,75,62
10638,6,1,2,77,77,69
10639,1,1,1,71,64,71
10640,4,1,3,60,60,68
10641,6,2,2,42,46,43
10642,2,1,2,80,88,91
10643,2,1,1,51,40,49
10644,3,2,2,80,85,83
10645,6,1,1,98,98,80
10646,4,2,2,53,52,59
10647,5,2,3,100,100,100
10648,1,2,3,95,94,86
10649,4,1,2,76,75,76
10650,1,1,2,47,41,46
10651,2,1,2,75,66,68
10652,5,1,1,54,50,53
10653,2,2,2,65,68,70
10654,2,1,1,34,29,34
10655,3,2,2,87,85,65
10656,1,1,1,58,53,64
10657,5,1,1,67,58,72
10658,2,1,2,82,79,85
10659,5,1,2,57,62,75
10660,5,1,1,81,79,71
10661,3,1,2,74,82,69
10662,3,1,2,43,46,45
10663,1,1,2,41,40,53
10664,1,1,3,51,49,58
10665,1,2,1,62,72,62
10666,3,1,1,67,69,51
10667,3,1,3,72,71,63
10668,3,1,2,71,71,72
10669,3,1,1,69,63,52
10670,6,2,2,86,88,97
10671,5,1,2,78,68,69
10672,3,1,1,48,48,43
10673,3,2,2,94,90,81
10674,3,1,2,94,91,79
10675,3,1,2,87,89,69
10676,4,1,2,65,68,57
10677,4,1,2,38,28,39
10678,2,1,3,48,44,51
10679,4,2,3,84,84,89
10680,1,2,2,50,55,41
10681,3,1,1,59,60,54
10682,1,1,1,70,64,75
10683,4,2,2,83,84,81
10684,3,2,2,75,71,75
10685,4,1,1,38,39,39
10686,1,1,1,44,39,50
10687,2,1,2,57,53,66
10688,5,1,1,64,68,83
10689,2,2,2,93,93,78
10690,2,2,2,53,47,52
10691,1,1,2,71,69,70
10692,4,2,3,96,93,76
10693,3,2,1,63,60,74
10694,5,1,2,72,68,80
10695,5,1,2,79,78,86
10696,3,2,2,62,55,54
10697,4,1,1,75,72,74
10698,1,1,2,65,57,66
10699,4,1,1,72,67,64
10700,2,1,2,64,57,60
10701,3,2,1,98,95,86
10702,1,1,2,88,87,90
10703,3,2,2,70,78,67
10704,5,2,1,73,76,70
10705,2,1,2,42,42,55
10706,4,1,2,53,54,66
10707,5,1,2,82,80,80
10708,5,1,2,61,54,73
10709,4,2,3,75,79,55
10710,5,1,1,76,74,83
10711,4,1,2,57,55,73
10712,2,1,1,45,41,46
10713,5,2,2,91,88,95
10714,6,2,3,78,86,61
10715,2,1,2,58,56,56
10716,3,2,1,57,59,55
10717,2,1,2,65,63,59
10718,1,1,2,75,75,65
10719,4,1,2,78,73,83
10720,5,1,2,90,87,87
10721,5,2,1,53,62,42
10722,3,1,1,54,58,47
10723,5,2,1,68,69,71
10724,6,1,1,75,76,78
10725,2,2,2,60,65,54
10726,5,1,3,89,84,93
10727,2,2,2,68,67,82
10728,2,1,2,78,74,62
10729,2,1,2,83,85,82
10730,1,1,1,60,51,58
10731,2,2,2,90,90,81
10732,6,1,2,54,50,56
10733,5,1,1,43,40,58
10734,2,2,1,73,65,72
10735,3,2,3,74,77,64
10736,2,2,1,86,92,78
10737,3,2,1,43,50,38
10738,4,1,2,66,61,54
10739,3,2,2,81,79,74
10740,5,1,2,95,88,70
10741,3,1,2,42,45,32
10742,4,1,3,67,65,75
10743,3,1,1,72,73,76
10744,2,1,2,63,71,58
10745,2,1,2,70,70,57
10746,3,1,1,85,82,71
10747,3,1,2,81,76,77
10748,3,1,2,53,53,46
10749,3,2,2,65,63,64
10750,3,1,2,38,39,40
10751,4,2,3,86,97,89
10752,5,2,2,76,74,78
10753,5,2,2,73,76,68
10754,1,1,3,63,70,60
10755,3,1,1,41,47,34
10756,2,1,1,38,39,50
10757,5,2,3,73,80,85
10758,4,1,1,65,55,60
10759,1,1,2,60,61,65
10760,1,1,1,53,59,48
10761,4,1,3,58,51,56
10762,1,1,2,81,77,73
10763,1,1,2,55,56,51
10764,4,1,2,95,93,93
10765,2,2,2,90,99,91
10766,5,1,2,57,55,53
10767,5,1,3,79,76,61
10768,3,1,2,57,59,70
10769,2,1,2,54,59,55
10770,4,2,2,98,100,91
10771,6,2,2,55,51,55
10772,4,1,1,74,70,77
10773,1,1,3,60,55,61
10774,4,1,2,90,86,97
10775,6,1,2,74,78,73
10776,3,1,2,76,89,84
10777,2,1,3,70,65,54
10778,3,1,1,79,75,79
10779,3,1,2,62,54,69
10780,2,2,2,77,80,78
10781,3,2,1,46,51,39
10782,2,2,1,73,66,68
10783,1,1,2,64,55,39
10784,2,1,2,65,68,69
10785,4,1,2,90,89,85
10786,4,1,2,77,70,88
10787,1,1,2,48,45,42
10788,3,2,2,88,83,80
10789,2,2,2,84,89,73
10790,3,1,1,80,84,70
10791,2,2,2,85,78,65
10792,3,1,1,79,77,69
10793,3,1,3,95,94,84
10794,5,1,2,69,67,75
10795,3,1,2,81,77,77
10796,4,2,2,71,77,65
10797,2,1,1,72,68,76
10798,3,1,1,42,41,44
10799,3,1,2,49,47,60
10800,5,1,2,49,51,48
10801,2,1,2,40,42,43
10802,2,1,3,69,62,66
10803,5,1,3,81,87,78
10804,6,1,3,65,67,59
10805,4,1,2,67,65,69
10806,4,1,3,93,97,94
10807,5,1,2,76,80,66
10808,4,1,2,52,50,52
10809,3,1,3,98,99,96
10810,4,1,2,86,82,87
10811,1,2,2,88,88,83
10812,4,2,2,71,78,64
10813,4,1,3,70,64,56
10814,3,1,2,63,59,65
10815,4,1,1,50,50,51
10816,1,2,2,84,84,75
10817,3,1,2,76,71,70
10818,5,2,2,70,73,63
10819,1,2,1,65,63,46
10820,2,1,2,66,65,70
10821,5,1,2,79,78,86
10822,3,1,3,77,71,61
10823,4,2,1,62,60,45
10824,3,1,3,43,40,52
10825,2,1,2,67,57,68
10826,1,1,2,69,60,63
10827,6,1,1,65,72,70
10828,5,1,2,88,93,79
10829,3,1,2,70,71,59
10830,3,1,3,57,57,64
10831,3,2,2,64,68,48
10832,4,1,1,42,38,44
10833,4,1,1,78,82,84
10834,3,1,2,59,63,64
10835,2,2,3,72,69,74
10836,4,1,2,77,80,68
10837,1,1,1,64,68,68
10838,3,1,2,75,69,76
10839,2,2,2,63,59,66
10840,4,2,3,99,98,90
10841,2,1,2,43,44,58
10842,2,2,2,83,80,73
10843,4,1,2,71,74,75
10844,4,1,2,78,83,70
10845,2,1,2,84,75,72
10846,3,1,2,95,93,97
10847,3,1,2,98,92,81
10848,1,2,2,50,55,58
10849,6,1,1,65,60,60
10850,6,1,1,74,77,78
10851,2,1,2,47,42,46
10852,1,1,2,73,66,65
10853,3,1,2,58,61,65
10854,6,2,1,82,81,63
10855,3,1,2,73,78,90
10856,3,2,2,74,75,60
10857,3,1,2,94,88,78
10858,2,1,2,68,67,64
10859,4,1,2,86,83,75
10860,4,1,3,75,68,76
10861,3,1,1,84,81,80
10862,3,1,3,66,70,61
10863,4,1,2,65,68,51
10864,3,1,2,51,53,43
10865,2,2,2,74,82,80
10866,3,1,3,77,71,88
10867,4,1,1,57,59,66
10868,1,1,3,76,78,77
10869,4,2,2,65,73,64
10870,1,2,2,75,78,60
10871,2,1,1,74,71,66
10872,3,1,2,49,54,42
10873,2,1,1,61,57,61
10874,1,1,2,93,84,88
10875,4,1,2,69,76,76
10876,5,1,1,65,58,70
10877,3,2,2,68,71,59
10878,3,1,2,73,71,64
10879,5,2,2,72,77,64
10880,3,2,2,66,74,64
10881,1,1,2,84,82,87
10882,6,1,1,46,48,52
10883,4,2,2,75,78,75
10884,2,2,2,74,76,83
10885,5,2,1,66,61,66
10886,2,2,1,79,81,65
10887,1,1,2,60,62,65
10888,3,2,2,68,66,64
10889,3,1,1,74,74,68
10890,1,2,2,77,70,65
10891,3,1,1,79,79,72
10892,2,1,2,56,54,64
10893,1,1,1,71,65,55
10894,4,2,2,79,77,91
10895,3,1,2,77,71,60
10896,2,1,2,42,36,39
10897,3,1,2,45,36,45
10898,5,1,1,50,47,34
10899,1,1,2,66,65,53
10900,3,1,1,75,77,75
10901,3,1,2,66,66,61
10902,6,1,2,66,60,63
10903,1,1,3,69,68,73
10904,4,1,2,52,46,51
10905,3,2,1,53,52,51
10906,3,1,2,72,68,78
10907,4,2,2,70,68,59
10908,4,2,2,53,52,37
10909,5,1,2,75,80,85
10910,3,2,2,66,72,58
10911,4,2,1,58,59,68
10912,4,1,2,59,52,50
10913,1,1,1,86,83,71
10914,6,1,2,70,74,72
10915,1,2,2,61,52,43
10916,6,1,1,84,86,89
10917,2,2,2,82,82,74
10918,4,2,2,71,73,71
10919,3,2,2,74,76,77
10920,5,1,2,97,97,99
10921,3,2,2,81,75,69
10922,3,2,1,64,60,70
10923,3,1,3,75,75,89
10924,3,2,3,91,92,73
10925,4,2,2,62,60,67
10926,1,1,2,48,51,45
10927,3,2,2,86,79,61
10928,3,1,3,63,61,54
10929,3,1,2,62,62,60
10930,5,1,2,36,36,41
10931,1,1,2,67,65,57
10932,2,1,1,45,47,61
10933,1,1,3,73,72,62
10934,2,1,1,57,56,58
10935,1,1,1,64,72,61
10936,5,2,2,79,83,69
10937,4,1,2,88,87,89
10938,4,1,2,48,43,57
10939,1,1,1,50,51,43
10940,3,1,3,72,74,75
10941,4,1,2,79,82,85
10942,3,1,1,73,71,69
10943,6,1,2,95,89,89
10944,2,1,2,80,71,79
10945,1,2,1,72,69,85
10946,5,2,2,100,100,98
10947,1,1,1,43,38,47
10948,4,1,3,71,70,63
10949,4,1,2,38,39,26
10950,3,1,2,60,60,51
10951,1,1,3,57,52,53
10952,4,1,1,70,61,67
10953,4,1,2,81,85,79
10954,3,2,2,74,79,84
10955,3,1,2,62,58,61
10956,1,1,2,98,95,87
10957,3,1,3,75,75,77
10958,3,2,2,73,75,53
10959,3,1,2,78,69,79
10960,2,1,1,46,47,38
10961,3,1,1,74,71,63
10962,2,1,2,82,80,80
10963,4,2,1,98,98,87
10964,4,1,2,94,92,93
10965,1,1,3,52,47,50
10966,5,1,3,72,68,77
10967,6,1,2,67,67,73
10968,1,1,1,61,61,56
10969,3,1,2,72,64,78
10970,2,1,3,44,35,47
10971,3,1,2,64,67,81
10972,1,1,2,72,74,61
10973,6,1,2,82,82,85
10974,5,1,2,48,42,46
10975,2,1,1,62,50,51
10976,1,1,3,79,77,66
10977,1,1,1,48,47,62
10978,1,1,1,54,48,60
10979,3,1,2,64,64,66
10980,5,2,3,100,98,89
10981,2,1,2,91,87,82
10982,4,1,1,61,63,55
10983,4,1,2,67,62,62
10984,2,1,1,63,54,53
10985,3,1,1,61,54,51
10986,3,1,1,77,69,68
10987,3,1,1,79,75,67
10988,4,2,1,74,81,65
10989,4,2,2,73,82,77
10990,3,1,2,37,37,36
10991,2,1,2,80,86,97
10992,6,2,1,79,79,82
10993,3,1,2,29,34,49
10994,3,1,2,68,65,60
10995,3,2,2,99,98,97
10996,2,1,2,52,49,39
10997,3,1,1,63,58,59
10998,2,1,2,47,38,35
10999,1,2,3,100,100,88
11000,2,1,2,58,53,50
11001,3,2,2,70,67,65
11002,1,1,1,72,72,82
11003,4,1,3,82,71,90
11004,3,1,3,52,52,70
11005,3,1,3,65,66,75
11006,2,1,3,65,63,59
11007,3,1,2,63,61,62
11008,6,2,1,67,55,59
11009,5,1,1,84,82,77
11010,4,1,2,75,73,64
11011,4,1,2,58,53,61
11012,1,1,1,67,61,66
11013,6,2,1,73,73,74
11014,1,2,2,71,70,81
11015,2,2,2,100,100,95
